,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
67400,0.0784,The Rolling Stones,0.5329999999999999,398107,0.7809999999999999,0,3ZQimDj4LetbHs2ry5jAQr,0.000273,0,0.063,-4.602,1,Time Waits For No One - Remastered,34,1974-10-18,0.0316,118.316,0.815,1974
67401,0.418,Queen,0.279,248453,0.8220000000000001,0,5dHmGuUeRgp5f93G69tox5,0.00573,2,0.618,-9.657,1,Ogre Battle - Remastered 2011,27,1974-03-08,0.0923,108.544,0.266,1974
67407,0.14,Queen,0.28,167227,0.5760000000000001,0,1YAhL8qi1yQi8CuaxWUabv,2.22e-05,4,0.637,-11.024,0,Tenement Funster,27,1974-11-08,0.0426,169.41400000000004,0.464,1974
67428,0.0831,The Rolling Stones,0.5429999999999999,398200,0.601,0,6dP2cO6pcgyf5XwvDaubQa,0.0789,0,0.0314,-9.783,1,Time Waits For No One,36,1974-10-18,0.0298,118.512,0.8109999999999999,1974
67455,0.361,Queen,0.35200000000000004,310013,0.8420000000000001,0,4NnBKv54Vdd2BzD54vVNci,0.0142,11,0.79,-9.168,0,Brighton Rock - Remastered 2011,27,1974-11-08,0.389,138.109,0.35100000000000003,1974
67464,0.0701,Queen,0.614,109973,0.7,0,1oTzxefSo4R0qAKStjLUbi,0.0034200000000000003,3,0.441,-12.488,1,Misfire,27,1974-11-08,0.0303,126.321,0.927,1974
67475,0.408,Queen,0.417,226813,0.583,0,7ckS5mJaO4NHwF17MfyVA0,0.0,2,0.289,-8.606,1,In The Lap Of The Gods... Revisited - Remastered 2011,26,1974-11-08,0.037000000000000005,132.341,0.502,1974
67515,0.158,Queen,0.518,170800,0.7609999999999999,0,2RCnr8CRWxBVSnXBur7CIw,0.00765,0,0.0715,-7.025,1,You're My Best Friend - Remastered 2011,32,1975-11-21,0.0452,118.738,0.5760000000000001,1975
67535,0.28800000000000003,Queen,0.392,354320,0.402,0,5eIDxmWYxRA0HJBYM9bIIS,0.0,0,0.243,-9.961,0,Bohemian Rhapsody - Remastered 2011,32,1975-11-21,0.0536,143.88299999999995,0.228,1975
67536,0.6659999999999999,Queen,0.104,75347,0.293,0,5lI8wWbYEwDuph9hoPd1s6,0.889,7,0.31,-15.24,1,God Save The Queen - Remastered 2011,32,1975-11-21,0.0327,90.742,0.23,1975
67548,0.322,Queen,0.383,501640,0.385,0,4JZr8uwtLBgbjRaCrzIsTX,7.670000000000001e-05,2,0.0918,-12.286,0,The Prophet's Song,31,1975-11-21,0.043,142.415,0.179,1975
67559,0.885,Queen,0.209,223733,0.413,0,2Xfp6J2NZ3htDoOTIT2P3D,2.07e-06,2,0.892,-10.188,1,Love Of My Life - Live In Argentina / June 1979,32,1975-11-21,0.0327,85.507,0.206,1975
67611,0.219,The Rolling Stones,0.654,229627,0.873,0,7bdBuquSmLkOR81YMSuRV5,2.85e-05,0,0.0838,-6.01,1,Brown Sugar - 2005 Digital Remaster,38,1975-06-06,0.0329,128.899,0.967,1975
67636,0.6579999999999999,Queen,0.772,63453,0.591,0,6jcke26uBtJeRlo7U7glLG,0.0,10,0.0748,-12.388,1,Bohemian Rhapsody - Operatic Section / 2011 A Cappella Mix,30,1975-11-21,0.57,75.83800000000002,0.698,1975
67710,0.19,Queen,0.4970000000000001,296493,0.693,0,4ykYmUMLd18ldAXgF2B361,0.0,8,0.215,-7.024,1,Somebody To Love - Remastered 2011,33,1976-12-10,0.0565,111.539,0.358,1976
67726,0.634,Queen,0.322,295347,0.343,0,5K0Rhne6C8Fkt4Az5fBcRJ,8.38e-06,10,0.126,-7.595,1,The Millionaire Waltz - Remastered 2011,33,1976-12-10,0.0332,96.133,0.373,1976
67743,0.953,Queen,0.236,306480,0.21600000000000005,0,0JR1UPExSwwEvTRub1SZI3,5.93e-05,3,0.142,-15.132,1,You Take My Breath Away - Remastered 2011,32,1976-12-10,0.0456,183.314,0.0751,1976
67784,0.0756,Queen,0.332,287907,0.787,0,7B21ehXcw0XBjkLG3qpjsr,3.85e-05,2,0.29100000000000004,-9.72,1,Tie Your Mother Down,32,1976-12-10,0.0569,134.911,0.172,1976
67792,0.0698,The Rolling Stones,0.62,268440,0.8220000000000001,0,0t1YlU41vKgWiw3CVVuRbH,0.0752,0,0.249,-4.097,1,Hand Of Fate - Remastered,36,1976-04-23,0.0276,116.069,0.7120000000000001,1976
67806,0.945,Queen,0.292,308733,0.14,0,0bUsf1zGO7UT0SpVHR9G14,0.000105,3,0.11,-20.278,1,You Take My Breath Away,31,1976-12-10,0.0403,94.388,0.0779,1976
67836,0.588,Queen,0.301,294560,0.242,0,2vgkY1eLjFCSYhb79h35A4,5.51e-06,10,0.16,-12.98,1,The Millionaire Waltz,31,1976-12-10,0.034,92.563,0.375,1976
67941,0.75,Queen,0.483,189973,0.0568,0,2TZFIU3tMAQNhMfcFWPTUb,9.47e-05,5,0.142,-16.116,1,"All Dead, All Dead",32,1977-10-28,0.0351,87.85600000000002,0.272,1977
67955,0.6829999999999999,Queen,0.45,211333,0.201,0,3aMaemFVNV2VWS9TftJrhc,0.0,3,0.196,-14.367,1,My Melancholy Blues - Remastered 2011,32,1977-10-28,0.0329,107.805,0.0967,1977
67976,0.00339,Queen,0.343,205000,0.868,0,51WaksrkxDnWH13oabHpJ1,0.0103,10,0.402,-8.359,1,Sheer Heart Attack,32,1977-10-28,0.0628,92.249,0.464,1977
68051,0.268,Queen,0.292,386267,0.555,0,20tTHycMGXBlar5C0sOw0H,1.62e-05,9,0.0764,-8.781,1,It's Late,30,1977-10-28,0.0438,182.124,0.5870000000000001,1977
68154,0.4370000000000001,The Rolling Stones,0.382,191267,0.997,0,7hDQerpfE5FgYtVKEVemwl,0.95,9,0.617,-1.568,1,Lies - Remastered,37,1978-06-09,0.188,162.428,0.563,1978
68200,0.787,Queen,0.597,210040,0.295,0,071dBBTECiX4tEAiXkdh3S,0.0,9,0.416,-11.476,1,Dreamers Ball,30,1978-11-10,0.0396,91.705,0.453,1978
68209,0.371,Queen,0.593,193507,0.244,0,56JtQ54M1VF1wlH0Qe5DNg,0.0,3,0.175,-14.191,1,Jealousy,30,1978-11-10,0.0268,80.792,0.238,1978
68246,0.825,Queen,0.593,210147,0.37,0,6NgDB8wjd2HhpGbiWEt1pz,0.0,9,0.416,-7.616,1,Dreamer's Ball - Remastered 2011,30,1978-11-10,0.0363,91.541,0.399,1978
68263,0.415,The Rolling Stones,0.738,226800,0.952,0,4yNnQgQlCEZDSn5eQoUMPZ,2.2e-05,4,0.116,-2.752,1,Shattered - Remastered,29,1978-06-09,0.147,140.395,0.748,1978
68281,0.0163,Queen,0.54,181693,0.902,0,2h8PxLi7fPVs7tLwviWqHF,0.00104,11,0.738,-4.825,0,Let Me Entertain You - Remastered 2011,29,1978-11-10,0.2,104.786,0.584,1978
68522,0.128,Queen,0.693,258893,0.701,0,6GT9NVRrfjQFJvanUnBP5W,0.0008029999999999999,0,0.289,-11.232,1,Dragon Attack,33,1980-06-27,0.101,88.152,0.629,1980
68551,0.329,Queen,0.604,169200,0.8759999999999999,0,4PzUPLnioZI9MSM37vUwnW,0.0,9,0.241,-3.881,1,Need Your Loving Tonight - Remastered 2011,32,1980-06-27,0.0393,137.812,0.8009999999999999,1980
68602,0.104,The Rolling Stones,0.768,222960,0.799,0,2wprBQxhga2cJbLZT3TNSs,0.0768,6,0.155,-6.079,0,Send It To Me - Remastered,38,1980-06-20,0.0831,94.268,0.731,1980
68617,0.244,Queen,0.391,210933,0.493,0,6hyjl7z58fwPpx8273ilOC,6.03e-06,5,0.452,-11.945,1,Play The Game,31,1980-06-27,0.0306,78.486,0.334,1980
68633,0.828,Queen,0.484,213427,0.5,0,1OnaB4QOjUqfpMY5iEa2Pd,0.0,11,0.0907,-6.937,0,Sail Away Sweet Sister - Remastered 2011,31,1980-06-27,0.0289,79.817,0.195,1980
68648,0.338,Queen,0.795,232120,0.485,0,5BsfxG08SKbFzEhv2UXuiW,0.0,7,0.0307,-7.529,1,Don't Try Suicide - Remastered 2011,30,1980-06-27,0.201,135.25,0.645,1980
68761,0.152,The Rolling Stones,0.511,212027,0.892,0,0SpNlEAUqNsuij5xi7Z7cQ,0.262,0,0.638,-4.7010000000000005,1,Black Limousine - Remastered,37,1981-08-24,0.0588,108.959,0.8690000000000001,1981
69359,0.361,Queen,0.4,265440,0.841,0,6sPlk81hO00OVZB3Ujponl,0.000122,9,0.101,-4.544,1,Hammer To Fall - Remastered 2011,33,1984-02-27,0.0932,128.541,0.473,1984
69383,0.428,Queen,0.44,249507,0.401,0,5Uzgm4svJMIZq7fNXeDfEr,1.74e-06,3,0.116,-12.207,1,It's A Hard Life,33,1984-02-27,0.0274,82.351,0.293,1984
69773,0.153,The Rolling Stones,0.586,283893,0.964,0,32wMZselVhTIaaE3F9txyJ,2.17e-05,11,0.688,-3.767,0,One Hit (To The Body) - Remastered,40,1986-03-24,0.0944,138.293,0.61,1986
69796,0.0991,Queen,0.49,240147,0.92,0,6c359yP0zdP6HVwN2ybZbQ,2.55e-06,2,0.943,-6.782,1,One Vision - Remastered 2011,33,1986-06-02,0.139,121.21,0.336,1986
69837,0.0141,Queen,0.6890000000000001,264467,0.594,0,74QzobuYWH5BHMTrW9X7Yu,0.00151,9,0.123,-11.273,1,A Kind Of Magic,32,1986-06-02,0.0392,130.14600000000002,0.705,1986
69883,0.0793,Queen,0.472,310667,0.8590000000000001,0,4BB3Itr3YETOKFURnC28Ld,0.000202,2,0.645,-11.866,1,One Vision,31,1986-06-02,0.181,119.989,0.322,1986
70107,0.638,The Beatles,0.414,162413,0.329,0,2rQvZscmpb6a7ejDiKprcL,0.0,4,0.114,-8.193,1,Yes It Is - Remastered 2009,43,1988-03-07,0.0396,132.571,0.426,1988
70119,0.104,The Beatles,0.643,169147,0.723,0,7qbRP2jO0Sq3kTYdEW1v00,1.23e-06,6,0.274,-10.628,0,Day Tripper - Remastered 2009,42,1988-03-07,0.0299,137.69799999999998,0.7290000000000001,1988
70136,0.3670000000000001,The Beatles,0.72,182880,0.513,0,6vsb1bU8oW7iqtjH2GeEaS,0.000364,9,0.0677,-9.217,1,She's A Woman - Remastered 2009,41,1988-03-07,0.0317,88.62799999999999,0.961,1988
70141,0.71,The Beatles,0.5489999999999999,145813,0.797,0,6oUjSwtifVaM8iIN01KVzC,0.000114,7,0.349,-9.767,1,Komm gib mir deine Hand - Remastered 2009,45,1988-03-07,0.0343,131.755,0.948,1988
70362,0.0995,The Rolling Stones,0.493,278107,0.956,0,6fKQblT3h0U2ydiDbnsyfa,0.000295,7,0.83,-4.257,1,Mixed Emotions,44,1989-08-29,0.0429,137.091,0.831,1989
70432,0.275,The Rolling Stones,0.648,277467,0.815,0,2r41JRUZ5Cjcx98ARVI0vo,0.000193,1,0.076,-5.391,0,Almost Hear You Sigh - Remastered,43,1989-08-29,0.0232,102.259,0.759,1989
71505,0.208,The Beatles,0.495,133347,0.8540000000000001,0,3OUpVpFeNx5jeInhHqiNfs,0.0,4,0.0371,-5.699,1,Ain't She Sweet - Anthology 1 Version,45,1995-11-20,0.0434,77.967,0.8190000000000001,1995
71598,0.278,Queen,0.37,325333,0.743,0,4PrIEi2GXvCKGX5FfgvZ5t,0.0,8,0.329,-6.597,1,Made In Heaven,40,1995-11-06,0.0564,77.786,0.379,1995
71631,0.0438,The Beatles,0.474,265293,0.503,0,6hLY3Tz1Xt5kBuKNDTs4ib,0.016,9,0.153,-9.074,1,Free As A Bird - Anthology 1 Version,50,1995-11-20,0.0279,72.32300000000002,0.457,1995
71822,0.0458,The Beatles,0.375,234053,0.6940000000000001,0,5frMgt4jqRGJk3yMKfqOyl,0.019,8,0.257,-7.334,1,Real Love - Anthology 2 Version,49,1996-03-18,0.031,175.726,0.405,1996
72089,0.00286,The Rolling Stones,0.605,271160,0.742,0,4tXr9v3K7nWW1aebWqR1B7,0.00105,4,0.256,-4.363,0,Anybody Seen My Baby? - Remastered,61,1997-09-29,0.0327,105.04,0.47,1997
72540,0.265,The Beatles,0.636,163320,0.677,0,5ylLypaOksxWd75YrGtx2N,0.0,9,0.215,-5.605,1,Eight Days A Week - Remastered 2015,55,2000-11-13,0.0316,138.707,0.8370000000000001,2000
72544,0.118,The Beatles,0.426,131213,0.76,0,38Vb1J5W5LOs0i7SAF76pa,0.0,0,0.325,-4.082,1,Can't Buy Me Love - Remastered 2015,55,2000-11-13,0.0414,171.838,0.955,2000
72558,0.404,The Beatles,0.524,140173,0.88,0,4aX3n1Pn6jiCbvqBL8eqyP,0.000191,0,0.154,-3.865,1,Love Me Do - Mono / Remastered,56,2000-11-13,0.0987,148.058,0.758,2000
72560,0.0964,The Beatles,0.679,180520,0.5920000000000001,0,7afyyi8zn4FzWbcJ70F56V,0.0138,9,0.16,-5.962999999999999,1,Penny Lane - Remastered 2015,56,2000-11-13,0.0402,113.265,0.55,2000
72562,0.00465,The Beatles,0.6509999999999999,179480,0.892,0,1F7s27lLKshLPt9TPCgMDL,2.85e-06,4,0.127,-6.551,1,The Ballad Of John And Yoko - Remastered 2015,56,2000-11-13,0.0313,135.309,0.962,2000
72582,0.507,The Beatles,0.581,116160,0.821,0,1euKWJfJSfPhgSendPrcXb,0.0,0,0.108,-4.387,1,From Me To You - Mono / Remastered,57,2000-11-13,0.0318,136.145,0.968,2000
72598,0.4370000000000001,The Beatles,0.397,227760,0.625,0,6KqiVlOLfDzJViJVAPym1p,5.47e-06,7,0.263,-5.829,1,All You Need Is Love - Remastered 2015,57,2000-11-13,0.0347,104.54,0.6759999999999999,2000
72610,0.402,The Beatles,0.498,207787,0.8059999999999999,0,0hqjsgWRfMBf2s8xsvRq1M,5.74e-06,0,0.525,-5.284,1,"Hello, Goodbye - Remastered 2015",54,2000-11-13,0.0265,99.396,0.664,2000
72636,0.0638,The Beatles,0.5539999999999999,190120,0.904,0,7nhrlsT1P4qsslp28UA1BI,0.0,4,0.259,-6.319,0,Ticket To Ride - Remastered 2015,55,2000-11-13,0.0536,123.443,0.8009999999999999,2000
72646,0.158,The Beatles,0.66,158800,0.557,0,7zRmGvtSy36Jr19U5OInJT,0.0,1,0.5429999999999999,-9.597,1,Yellow Submarine - Remastered 2015,54,2000-11-13,0.03,110.743,0.7879999999999999,2000
73734,0.091,The Beatles,0.462,238854,0.632,0,1eT2CjXwFXNx6oY5ydvzKU,0.0,5,0.397,-7.438,1,Hey Jude,62,2006-11-17,0.0248,74.268,0.585,2006
74397,0.27,The Beatles,0.491,173947,0.8009999999999999,0,4snBNKn7vD8PeQDAUJX3rT,0.0,4,0.0665,-9.835,1,I Saw Her Standing There - Remastered 2009,18,2021-01-22,0.0361,160.114,0.971,2021
74876,0.158,Queen,0.518,170800,0.7609999999999999,0,4vEXJ6NvEwS8ptynkNswaa,0.00765,0,0.0715,-7.025,1,You're My Best Friend - Remastered 2011,54,2011-01-01,0.0452,118.738,0.5760000000000001,2011
82702,0.123,The Rolling Stones,0.525,125533,0.55,0,5OdKIhgMxlgw2octxDSRow,5.83e-05,1,0.273,-9.432,1,Grown Up Wrong,26,1964-10-17,0.0397,159.608,0.336,1964
82799,0.267,The Rolling Stones,0.672,140213,0.715,0,21IDhQdkP09llnL1HoH3EO,0.000293,2,0.0878,-10.052,1,Route 66,24,1964-05-30,0.07200000000000001,85.10799999999998,0.959,1964
82912,0.0578,The Rolling Stones,0.654,219493,0.872,0,0PAIXbeVe6z8zlkuVHHiq5,0.00619,0,0.354,-11.409,1,You Can't Catch Me,28,1965-01-15,0.0471,104.24,0.835,1965
82933,0.593,The Rolling Stones,0.393,176027,0.7709999999999999,0,7nBGE6jMlrJDplAOPX5BhY,0.000125,2,0.0652,-9.931,1,Down The Road Apiece,28,1965-01-15,0.0491,178.385,0.924,1965
82935,0.155,The Rolling Stones,0.701,207573,0.516,0,0kAjEpT0AXtF2uKhQXo7Ea,0.0262,0,0.289,-10.647,1,I Can't Be Satisfied,27,1965-01-15,0.0348,99.337,0.619,1965
82942,0.163,The Rolling Stones,0.568,178440,0.843,0,72MWPhm7Wdf3Z2EmQNLxCt,2.95e-06,5,0.0823,-9.858,1,Everybody Needs Somebody To Love,28,1965-02-13,0.11,174.623,0.573,1965
82946,0.16399999999999998,The Rolling Stones,0.691,182533,0.561,0,2axzYgFG6ddJGv3hXmyTng,0.154,7,0.133,-10.204,1,What A Shame - Mono Version,29,1965-01-15,0.0284,127.345,0.865,1965
82955,0.2,The Rolling Stones,0.581,148813,0.6729999999999999,0,0WA0Hrs35rxlN0z8MeznUH,0.0127,0,0.165,-7.847,1,Blue Turns To Grey,27,1965-12-04,0.0282,112.517,0.736,1965
82957,0.187,The Rolling Stones,0.611,154280,0.603,0,0ys2ipemBVADOGYcjE1N1H,7.22e-06,2,0.16899999999999998,-11.050999999999998,1,Off The Hook - Mono Version,29,1965-01-15,0.0295,76.58,0.882,1965
82984,0.0666,The Rolling Stones,0.669,126653,0.5720000000000001,0,7gV0wgCg7awZ8Bwe99Ruc7,0.578,9,0.156,-8.247,1,Gotta Get Away - Mono Version,26,1965-12-04,0.037000000000000005,112.932,0.701,1965
82991,0.625,The Rolling Stones,0.458,131560,0.5670000000000001,0,2Ha8g7bpI5Ii6bjFBw5Tjd,0.758,7,0.13699999999999998,-8.933,1,Pain In My Heart,28,1965-01-15,0.038,178.312,0.778,1965
83000,0.0404,The Rolling Stones,0.509,110987,0.753,0,7qOLXYcFU9PVezyEUDJUug,0.8220000000000001,9,0.16899999999999998,-9.249,1,Susie Q,26,1965-01-15,0.0328,80.8,0.968,1965
83004,0.657,The Rolling Stones,0.705,166893,0.455,0,2UJgauWI0IICuOvcgM23e6,0.0,4,0.246,-11.329,1,Under The Boardwalk,27,1965-01-15,0.0367,119.068,0.601,1965
83059,0.466,The Rolling Stones,0.634,128040,0.758,0,2Dt8ceipgqRsDxln0aV83Q,0.743,4,0.882,-8.689,1,Oh Baby (We Got A Good Thing Goin') - Remastered 2002,25,1965-02-13,0.0302,141.559,0.965,1965
83072,0.101,The Rolling Stones,0.667,150827,0.643,0,5RNqwzPrR8wtMPAwFXbOhY,0.000433,9,0.0496,-8.152999999999999,1,Talkin' About You - Remastered 2002,25,1965-12-04,0.0365,120.274,0.855,1965
83150,0.516,The Rolling Stones,0.544,161187,0.812,0,0l49BLiXUhHD2A92ONuQ7k,0.0031,9,0.11,-11.191,1,Doncha Bother Me,37,1966-04-15,0.0592,123.269,0.7829999999999999,1966
83178,0.0351,The Rolling Stones,0.723,222933,0.861,0,2UOjqy9WRwMmBm6M6h6Jrm,0.0746,2,0.116,-8.253,1,(I Can't Get No) Satisfaction - Mono Version,35,1966-03-28,0.0342,136.28799999999998,0.934,1966
83184,0.00507,The Rolling Stones,0.612,189453,0.603,0,3075GFD8j1WFyF1pUGbAuh,0.134,1,0.18,-12.08,0,Think,36,1966-04-15,0.0438,133.03799999999998,0.606,1966
83212,0.307,The Rolling Stones,0.733,221520,0.487,0,779r8XGvQhfBrojXYAbTNb,0.172,6,0.0887,-13.462,0,Under My Thumb,34,1966-04-15,0.0417,126.994,0.782,1966
83213,0.0577,The Rolling Stones,0.564,207093,0.664,0,1OBlQXdm2yQ2AjtpDhM7yc,0.0154,5,0.213,-11.224,1,Flight 505,36,1966-04-15,0.0487,134.06799999999998,0.868,1966
83250,0.6859999999999999,The Rolling Stones,0.644,176267,0.8240000000000001,0,5Z7Xad6ghivPVONXAJFcst,3.06e-05,3,0.5770000000000001,-11.15,1,It's Not Easy,35,1966-04-15,0.0512,135.595,0.8220000000000001,1966
83252,0.0492,The Rolling Stones,0.552,188000,0.489,0,6EePCjbtiMeb783pduiEJK,0.00725,5,0.16899999999999998,-13.629,1,High And Dry,35,1966-04-15,0.0417,114.052,0.754,1966
83259,0.529,The Rolling Stones,0.645,271507,0.61,0,1BCfh9P3b9ghCYrt3N5Bkp,0.0355,1,0.13699999999999998,-8.572000000000001,0,Gimme Shelter - Mono,36,1966-01-01,0.0323,118.599,0.496,1966
83281,0.0677,The Rolling Stones,0.5,673267,0.519,0,2aVmwPRiY1DQMPpudL6wuF,0.0759,9,0.223,-13.094,1,Going Home,36,1966-04-15,0.0531,130.685,0.472,1966
83288,0.243,The Rolling Stones,0.631,182853,0.455,0,2DL6pZw0UBIMaPfdYbNWtd,6.51e-05,1,0.141,-9.942,1,Sittin' On A Fence,32,1967-06-26,0.0251,101.881,0.631,1967
83295,0.219,The Beatles,0.444,199813,0.7340000000000001,0,0je32DnbaZ3DzrT6pVia8x,0.000303,0,0.335,-9.825,1,Strawberry Fields Forever - Take 26,29,1967-06-01,0.17,110.629,0.335,1967
83313,0.0906,The Rolling Stones,0.338,164827,0.303,0,3Xf6K3mJRPBKvZzOC5mzv0,0.00441,0,0.122,-12.023,1,She Smiled Sweetly,29,1967-01-20,0.128,191.321,0.223,1967
83317,0.219,The Beatles,0.448,198853,0.855,0,7FtyTMUpyHr8sur6DLiTHD,0.000455,0,0.34,-6.197,1,Strawberry Fields Forever - Take 26,31,1967-05-26,0.184,110.792,0.342,1967
83325,0.466,The Rolling Stones,0.407,263560,0.399,0,3jnniBosxgk9BIeCOrKgoB,0.0098,4,0.0806,-12.781,1,The Lantern - Remastered 2017 / Stereo,30,1967-12-08,0.0325,98.634,0.29,1967
83329,0.218,The Beatles,0.815,178653,0.237,0,5UOd4rjE1TYeEQrQRTQHKv,0.0,7,0.0814,-11.932,1,When I'm Sixty-Four - Take 2,29,1967-06-01,0.162,132.627,0.426,1967
83331,0.0182,The Rolling Stones,0.527,206773,0.248,0,7euYUzZ3UgQlm7BM6sll65,0.0,7,0.0986,-12.781,1,Back Street Girl,30,1967-06-26,0.027000000000000003,77.39699999999998,0.515,1967
83334,0.95,The Beatles,0.355,205467,0.18600000000000005,0,7BgUsF8L4cMhtBlPzo8den,0.0,0,0.0915,-13.385,1,She's Leaving Home,30,1967-05-26,0.0325,131.36,0.399,1967
83346,0.914,The Beatles,0.45,229120,0.12,0,6FsdVfBnVYANpYBHo7qezC,0.883,4,0.123,-13.069,1,She's Leaving Home - Take 1 / Instrumental,30,1967-06-01,0.0363,128.506,0.182,1967
83358,0.412,The Beatles,0.7240000000000001,138533,0.456,0,2FiSf5JfTNvAFUMiiOWUdx,0.0928,0,0.198,-10.587,1,Getting Better - Take 1 / Instrumental And Speech At The End,29,1967-06-01,0.0748,127.521,0.32,1967
83376,0.166,The Beatles,0.605,207840,0.546,0,1RFpFW3Nz67JX5Obt7MlLm,0.000121,5,0.0436,-7.176,1,Fixing A Hole - Speech And Take 3,29,1967-06-01,0.0486,115.28,0.568,1967
83378,0.546,The Rolling Stones,0.336,187507,0.315,0,2VivGronbgpCv8BW4kq7mw,8.950000000000001e-05,7,0.0809,-16.325,1,Lady Jane - Mono Version,30,1967-06-26,0.0427,204.996,0.293,1967
83409,0.138,The Beatles,0.269,207333,0.365,0,10pNLTLW8QHp0FbhjA0ejS,0.0,2,0.0904,-11.12,1,Lucy In The Sky With Diamonds,28,1967-05-26,0.0401,190.968,0.35700000000000004,1967
83411,0.6759999999999999,The Beatles,0.376,333400,0.391,0,2EVjL6ljSRdzvHvFgCXS7K,0.205,5,0.152,-13.214,1,Within You Without You - Take 1 / Indian Instruments,28,1967-06-01,0.0398,120.234,0.175,1967
83445,0.452,The Beatles,0.5920000000000001,187213,0.387,0,5Fo2uGHAErsDwiIOo4wcjS,5.23e-06,0,0.391,-11.451,1,Being For The Benefit Of Mr. Kite! - Take 4,28,1967-06-01,0.0561,111.097,0.507,1967
83453,0.287,The Beatles,0.472,184360,0.711,0,3RHJClIsYoZaUxt6O26GMd,0.0,4,0.377,-6.874,1,Lovely Rita - Speech And Take 9,28,1967-06-01,0.0561,180.847,0.68,1967
83459,0.0225,The Beatles,0.752,166640,0.514,0,73U4muTtJcAhD94lWvD5zG,0.000174,2,0.161,-10.523,1,Good Morning Good Morning - Take 8,28,1967-06-01,0.0945,121.741,0.79,1967
83481,0.14,The Rolling Stones,0.595,123267,0.5760000000000001,0,1cQsHFYDGWuNSK18fo6hcM,0.0,0,0.192,-8.103,1,Yesterday's Papers,30,1967-01-20,0.029,139.885,0.238,1967
83839,0.0958,The Beatles,0.416,182227,0.385,0,7rGFf32JWLmbV4c9uYUfRW,5.24e-06,0,0.228,-9.388,1,Something - 2019 Mix,32,1969-09-26,0.0279,133.298,0.458,1969
83972,0.0163,The Rolling Stones,0.5870000000000001,411867,0.833,0,3VGzWMIxl4zuArW043WSGf,0.581,9,0.851,-7.331,1,Sympathy For The Devil - Live,34,1970-09-04,0.0683,112.5,0.748,1970
84090,0.274,The Rolling Stones,0.436,554933,0.631,0,58dX6IXDkEGVYL8rEwUFGv,0.32299999999999995,4,0.962,-11.736,1,"Midnight Rambler - Live From Madison Square Garden, New York/1969",31,1971-12-20,0.07,135.26,0.528,1971
84133,0.408,The Rolling Stones,0.545,436000,0.757,0,5DFaOiN7cdPucYwa2K0meI,0.045,0,0.16,-5.228,1,Can't You Hear Me Knocking - 2009 Mix,28,1971-04-23,0.0396,152.217,0.7140000000000001,1971
84179,0.257,The Rolling Stones,0.655,217093,0.972,0,6INfdnbwEOEDmNxm56p9O2,0.297,7,0.165,-3.502,1,Bitch - 2009 Mix,34,1971-04-23,0.0362,135.922,0.973,1971
84256,0.219,The Rolling Stones,0.633,228667,0.934,0,62plniylqqMFhb13XzEfJl,0.00021,0,0.0592,-3.594,1,Brown Sugar - 2009 Mix,26,1971-04-23,0.0344,128.606,0.963,1971
84284,0.522,The Rolling Stones,0.365,256827,0.8390000000000001,0,2EH595eXhTlOp8BlcOX5Y4,0.000469,0,0.292,-5.148,1,Shine A Light,32,1972-05-12,0.0691,81.77199999999998,0.575,1972
84302,0.664,The Rolling Stones,0.454,257240,0.7659999999999999,0,6dE1etqLwt5GUUBVQdIgBB,0.904,2,0.594,-3.862,1,Torn And Frayed,32,1972-05-12,0.0272,90.677,0.7759999999999999,1972
84342,0.69,The Rolling Stones,0.374,179000,0.787,0,3JhfyWKIYR3opA4DpHxP1w,0.831,2,0.203,-7.0539999999999985,1,Shake Your Hips,34,1972-05-12,0.0617,180.496,0.763,1972
84359,0.363,The Rolling Stones,0.257,238867,0.8690000000000001,0,77JJtpB6aAxGI9jNTBVbWu,1.09e-05,9,0.45,-4.268,1,Plundered My Soul,33,1972-05-12,0.0389,201.97,0.731,1972
84406,0.6,The Rolling Stones,0.618,204573,0.6779999999999999,0,4qI7G7K9MNbekIXmCI3m18,0.723,0,0.501,-5.199,1,Ventilator Blues,32,1972-05-12,0.0316,133.453,0.79,1972
84437,0.8690000000000001,The Rolling Stones,0.35200000000000004,317173,0.6559999999999999,0,7D2f7zoIwRxeIhmeer8aWm,0.8,5,0.221,-5.721,1,Let It Loose,31,1972-05-12,0.0289,76.12100000000002,0.363,1972
84467,0.39,The Rolling Stones,0.519,229493,0.973,0,2tPYeRNVROwJpG7tOHXJTZ,0.978,7,0.784,-3.044,1,All Down The Line,30,1972-05-12,0.0562,140.221,0.8220000000000001,1972
84485,0.628,The Beatles,0.542,121333,0.6990000000000001,0,473McZs08uo5AIimJyAelZ,0.0,4,0.053,-5.829,1,Please Please Me - Mono Version / Remastered 2009,39,1973-04-01,0.0318,138.38299999999998,0.8270000000000001,1973
84492,0.205,The Beatles,0.5539999999999999,140280,0.742,0,2hOC9qItvmSkgMnxRjgPSr,0.0,6,0.076,-7.098,0,Help! - Remastered 2009,39,1973-04-01,0.0331,94.969,0.746,1973
84495,0.154,The Beatles,0.59,154627,0.7979999999999999,0,1E4FcSqQs7U2RTebCNaYRH,0.0,0,0.0805,-6.91,1,A Hard Day's Night - Remastered 2009,39,1973-04-01,0.0394,138.453,0.762,1973
